Title,Volume,Publisher,Label,Issue Number,Image,Cover Date,Cover Price,ISBN/UPC,Contributors,Characters,Details,URL
Agape,One-Shot (2002),Last Gasp,Issue:,nn,https://comicbookrealm.com/cover-scan/47190e64ee7ee3d98abd7798c412b7bf/xl/last-gasp-agape-one-shot-issue-nn.jpg,,$0.00,,,, ,https://comicbookrealm.com/series/66941/0/last-gasp-agape-one-shot
Amputee Love,One-Shot (1975),Last Gasp,Issue:,# 1,https://comicbookrealm.com/cover-scan/71ebac99be147df1f21af914468553f8/xl/last-gasp-amputee-love-one-shot-issue-1.jpg,1975,$2.00,,,,About love between amputees...by amputees. ,https://comicbookrealm.com/series/30874/0/last-gasp-amputee-love-one-shot
Animal Love Summer,(2010),Last Gasp,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/5d248f84b34cd687071d7162038b3d59/xl/last-gasp-animal-love-summer-hard-cover-1.jpg,,$29.95,978086719741952995,,,"One of the leading ladies of pop surrealism, Marion Peck populates her dreamlike paintings with strange, cute creatures. Themes of hope, despair, mystery, nostalgia, love and death recur throughout Peck's work alongside motifs of dreams, big-eyed animals, natural landscapes, doe-eyed children, royalty and peasantry. Peck looks beyond the subconscious, reminding us that the waking world is never quite as it seems.  ",https://comicbookrealm.com/series/41638/0/last-gasp-animal-love-summer
Are Your Highs Getting You Down?,(1981),Last Gasp,Issue:,# 1,https://comicbookrealm.com/cover-scan/0d25a851200f6e0549e1bb6fd07f7c28/xl/last-gasp-are-your-highs-getting-you-down-issue-1.jpg,,$1.50,,,,2nd Edition ,https://comicbookrealm.com/series/47526/0/last-gasp-are-your-highs-getting-you-down
AS-FIX-E-8,One-Shot (1993),Last Gasp,Issue:,nn,https://comicbookrealm.com/cover-scan/7f08f2386d9fd2e2520c831cfe22c619/xl/last-gasp-as-fix-e-8-one-shot-issue-nn.jpg,Jan '93,$6.95,,,, ,https://comicbookrealm.com/series/66942/0/last-gasp-as-fix-e-8-one-shot
Adventures of Tintin: In the Congo,(2010),Last Gasp,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/b5d6eff55dbd7ec7b6c3bb2671844b6f/xl/last-gasp-adventures-of-tintin-in-the-congo-hard-cover-1.jpg,Jul '10,$24.95,,,,"The adventures of Tintin, his dog Snowy, and an unforgettable cast of characters have become a defining standard of graphic literature mixing universal appeal, adventure and slapstick, drama and humor. In this portrayal of the Belgian Congo, the young Hergé reflects the colonial attitudes of the time; he himself admitted that he depicted his Africans according to the bourgeois, paternalistic stereotypes of the period. ",https://comicbookrealm.com/series/54924/0/last-gasp-adventures-of-tintin-in-the-congo
After Shock: Bulletins from Ground Zero,One-Shot (1981),Last Gasp,Issue:,nn,https://comicbookrealm.com/cover-scan/cc3591f7408481f1fc3d7bb2544b567a/xl/last-gasp-after-shock-bulletins-from-ground-zero-one-shot-issue-nn.jpg,1981,$2.00,0-86719-1333--,,, ,https://comicbookrealm.com/series/68589/0/last-gasp-after-shock-bulletins-from-ground-zero-one-shot
Arab in America,(2008),Last Gasp,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/60a31c2ca7fab6cb00dcc69a7faba9ab/xl/last-gasp-arab-in-america-soft-cover-1.jpg,,$14.95,,,, ,https://comicbookrealm.com/series/43031/0/last-gasp-arab-in-america
Astral Outhouse,One-Shot (2005),Last Gasp,Issue:,# 1,https://comicbookrealm.com/cover-scan/ccf8a75c2bd0cf1f6323e31e0496b4d6/xl/last-gasp-astral-outhouse-one-shot-issue-1.jpg,,$0.75,,,,The size of this book is 5 1/4 X 6 3/4 ,https://comicbookrealm.com/series/11334/0/last-gasp-astral-outhouse-one-shot
Babylon Burning,(2019),Last Gasp,TPB:,# 1,https://comicbookrealm.com/cover-scan/2080882049b0f6f6e72d642e701e5293/xl/last-gasp-babylon-burning-tpb-1.jpg,Sep '19,$16.95,978-0867198669,,,"A Graphic History Of The Making Of The Modern Middle East

From the creator of Arab in America, comes a new graphic novel history of the Middle East. Babylon Burning documents key events of US and Western intervention in the Middle East and other parts of the world.

 ",https://comicbookrealm.com/series/57902/0/last-gasp-babylon-burning
Bakersfield Kountry Komics,One-Shot (1973),Last Gasp,Issue:,nn,https://comicbookrealm.com/cover-scan/dc770cef2b4785fcb3356ba5c48c738b/xl/last-gasp-bakersfield-kountry-komics-one-shot-issue-nn.jpg,Sep '73,$0.50,,,,"1st, 2nd, or 3rd printing are considered indistinguishable from one another. Larry Welz and Larry Sutherland. A Cherry Poptart prototype character appears in this issue as Shirley. ",https://comicbookrealm.com/series/47647/0/last-gasp-bakersfield-kountry-komics-one-shot
Bizarro Heroes,(2011),Last Gasp,TPB:,# 1,https://comicbookrealm.com/cover-scan/a9b8b79a4b28b9be0372c9c464435b5c/xl/last-gasp-bizarro-heroes-tpb-1.jpg,,$11.95,978-0867197563,"Dan Piraro
Scripts - Pencils",,"A collection of super-hero-themed comics from the award-winning newspaper cartoon, Bizarro. Cartoonist Dan Piraro skewers these masked and caped crime fighters, often revealing the true identities of these heroes: Superman lounging on the couch at home, the Hulk in his psychotherapist's office, Wolverine at the nail salon, and many more. Bizarro Heroes collects these smart, funny send-ups of all your favorite comic heroes in one incredible, amazing, fantastic volume. ",https://comicbookrealm.com/series/29241/0/last-gasp-bizarro-heroes
The Book of Weirdo: R. Crumb Humor Comics Anthology,(2019),Last Gasp,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/4a843b94b121e1a6da11dab828be9a9f/xl/last-gasp-the-book-of-weirdo-r-crumb-humor-comics-anthology-hard-cover-1.jpg,May '19,$39.95,978086719875153995,,,"The Book of Weirdo is the definitive and hugely entertaining examination of WEIRDO magazine, renowned underground comix cartoonist Robert Crumb's legendary humor comics anthology, which was originally published throughout the 1980s. A ""low-brow"" counterpoint to Art Spiegelman and Francoise Mouley's rather high-faluttin' RAW comix publication, WEIRDO influenced an entire generation of alternative and neo-underground artists. This hardcover anthology features the complete story of the well-recalled comics magazine, along with testimonials from over 130 of the publication's contributors and interviews with WEIRDO's three editors: R. ""Keep On Truckin'"" Crumb, Peter ""Hate"" Bagge, and Aline ""The Bunch"" Kominsky-Crumb.  ",https://comicbookrealm.com/series/56692/0/last-gasp-the-book-of-weirdo-r-crumb-humor-comics-anthology
Backwater Babies,One-Shot (1975),Last Gasp,Soft Cover:,nn,https://comicbookrealm.com/cover-scan/64d46541005565f4fdc0595ab1455b71/xl/last-gasp-backwater-babies-one-shot-soft-cover-nn.jpg,,$2.50,,,, ,https://comicbookrealm.com/series/41940/0/last-gasp-backwater-babies-one-shot
Best of Bishonen,GN (2016),Last Gasp,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/1a854b0a5290f00f0cee1d3a0b29bca5/xl/last-gasp-best-of-bishonen-gn-soft-cover-1.jpg,Jun '16,$29.95,978-4756247223,,,"A collection of 'beautiful boy' art from Japan! Best of Bishonen is an indispensable book for anyone wishing to sample the visual pulse of this exciting trend. This is the most complete Yaoi art collection to date! Features 79 artists, with details in Japanese and English. Additionally, five artists have created new original works exclusively for this project. ",https://comicbookrealm.com/series/43791/0/last-gasp-best-of-bishonen-gn
Bonnie & Claudia,(1998),Last Gasp,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/f72750a691fd0d8314f2b66f23d65272/xl/last-gasp-bonnie-claudia-soft-cover-1.jpg,1998,$12.95,0-86719-4677--,,, ,https://comicbookrealm.com/series/52348/0/last-gasp-bonnie-claudia
Cannabis Fantasy: Cool Coloring Book,One-Shot (2012),Last Gasp,Issue:,# 1,https://comicbookrealm.com/cover-scan/4eb19712261ffd2954be01aff5f09382/xl/last-gasp-cannabis-fantasy-cool-coloring-book-one-shot-issue-1.jpg,,$9.95,978-0867197174,,,"A nifty, oversized, marijuana-themed coloring book. Lots of finely detailed psychedelic art for you to color while you're... not that we would tell anyone to... but if you're going to anyway, then coloring this book would be a fun thing to do while you did. Much elaborate detail, for hours of entertainment. ",https://comicbookrealm.com/series/32143/0/last-gasp-cannabis-fantasy-cool-coloring-book-one-shot
China Tattoo,(2008),Last Gasp,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/dcc6eb2145ef8a8f576cb97b62e79359/xl/last-gasp-china-tattoo-hard-cover-1.jpg,,$29.95,978086719698652995,,,"The world's first publication on the art of Chinese skin illustration, a unique and stimulating book on the elusive and secretive Chinese world of permanent body illustration! With over 250 original images, showing the proud wearers of body art, this book takes the reader on a journey through China. From the mountains of Yunan, where the ethnic tribes people still maintain their tradition of marking the face with the butterfly designs they believe will transport them to heaven in the afterlife, across the plains of China to Hong Kong and the equally colorful world of ancient mariner tattoos. China Tattoo is provocative, substantially researched, and filled with stunning images.  ",https://comicbookrealm.com/series/22065/0/last-gasp-china-tattoo
Clean Cartoonists' Dirty Drawings,(2007),Last Gasp,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/527a8783f87457de894f7da81af3db90/xl/last-gasp-clean-cartoonists-dirty-drawings-soft-cover-1.jpg,,$19.95,978086719653551995,,,"The classic American comic strip is known for being wholesome family entertainment, accesible to everyone. But these artists, including Sidd Hoff (B.C.) and Mort Walker (Beetle Bailey), also had a mischievous side they only shared with peers and friends. Now, in Clean Cartoonists' Dirty Drawings, the general public can see the work of these American masters in their moments of blue humor. Includes work by Carl Barks, Dan DeCarlo, Rube Goldberg, Jack Kirby, Joe Shuster, Milton Caniff, Alex Raymond, Bob Kane, Mort Walker, Ernie Bushmiller, and more.  ",https://comicbookrealm.com/series/31340/0/last-gasp-clean-cartoonists-dirty-drawings
Cometbus,(2016),Last Gasp,Issue:,# 57,https://comicbookrealm.com/cover-scan/a08150f44e87075868b14017d8648b5a/xl/last-gasp-cometbus-issue-57.jpg,2016,$5.00,978-0867198539,,,"The comics scene is thriving in New York, and comics play an oversized role in the city's myth. But what the hell is it all about? In this special issue of Cometbus we go door-to-door, uptown to downtown, looking at cartoonists from an outsider perspective, and asking the questions that other mags are either too informed or too polite to pose. We visit artists like Gary Panter, Julia Wertz, Ben Katchor, Adrian Tomine, and Gabrielle Bell, but also comics scholars, publishers, shopkeepers, and librarians. Featuring beautiful illustrations by Nate Powell, a wraparound cover by Jeffrey Lewis, and a breathtaking Al Jaffee interview that ties it all together in the end. ",https://comicbookrealm.com/series/45492/0/last-gasp-cometbus
Cannibal Romance,One-Shot (1986),Last Gasp,Issue:,# 1,https://comicbookrealm.com/cover-scan/d4773c4657daf536b4ed2f415fda975e/xl/last-gasp-cannibal-romance-one-shot-issue-1.jpg,1986,$2.50,,,, ,https://comicbookrealm.com/series/34984/0/last-gasp-cannibal-romance-one-shot
Chocolate Alphabet,One-Shot (1978),Last Gasp,Issue:,# 1,https://comicbookrealm.com/cover-scan/a3ededf3caa332f2cd7d55fa08f3e18b/xl/last-gasp-chocolate-alphabet-one-shot-issue-1.jpg,,$1.25,,,, ,https://comicbookrealm.com/series/41271/0/last-gasp-chocolate-alphabet-one-shot
The College of Erotic Sciences,One-Shot (2000),Last Gasp,Soft Cover:,nn,https://comicbookrealm.com/cover-scan/ea9e8d9a7acddfd2f100b25c48a82cdb/xl/last-gasp-the-college-of-erotic-sciences-one-shot-soft-cover-nn.jpg,Jan '00,$12.95,,,, ,https://comicbookrealm.com/series/66945/0/last-gasp-the-college-of-erotic-sciences-one-shot
Desperate Measures: Empty Pleasures,(2002),Last Gasp,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/1703e1adca04f6516395af1d5fd1ee61/xl/last-gasp-desperate-measures-empty-pleasures-hard-cover-1.jpg,,$0.00,,,, ,https://comicbookrealm.com/series/41401/0/last-gasp-desperate-measures-empty-pleasures
Dominacht,One-Shot (1997),Last Gasp,Issue:,nn,https://comicbookrealm.com/cover-scan/c55dfb193874db30661bdc8bd018f639/xl/last-gasp-dominacht-one-shot-issue-nn.jpg,,$4.95,,,, ,https://comicbookrealm.com/series/66946/0/last-gasp-dominacht-one-shot
Dori Stories,(1999),Last Gasp,Soft Cover:,nn,https://comicbookrealm.com/cover-scan/bdbf4e2edbe68fdf48e37a47f5790927/xl/last-gasp-dori-stories-soft-cover-nn.jpg,Jan '99,$19.95,,,, ,https://comicbookrealm.com/series/66124/0/last-gasp-dori-stories
Dream of Cecilia,(1997),Last Gasp,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/7abf6b6e7f3bd2942b9a27ad5b8a80a1/xl/last-gasp-dream-of-cecilia-soft-cover-1.jpg,1997,$12.95,0-86719-4413--,,, ,https://comicbookrealm.com/series/52347/0/last-gasp-dream-of-cecilia
Enigma!,One-Shot (1973),Last Gasp,Issue:,# 1,https://comicbookrealm.com/cover-scan/c79c8aa38215d028252344a9b3de6f72/xl/last-gasp-enigma-one-shot-issue-1.jpg,1973,$0.50,,,, ,https://comicbookrealm.com/series/54648/0/last-gasp-enigma-one-shot
Extra Good Stuff,(2015),Last Gasp,Soft Cover:,nn,https://comicbookrealm.com/cover-scan/fa8547aa5b25548a5b209abfc861e4b8/xl/last-gasp-extra-good-stuff-soft-cover-nn.jpg,Aug '15,$10.00,,,, ,https://comicbookrealm.com/series/66956/0/last-gasp-extra-good-stuff
Eternal Comics,One-Shot (1973),Last Gasp,Issue:,nn,https://comicbookrealm.com/cover-scan/998febfb9b568eb154046c3e5f1bc2c1/xl/last-gasp-eternal-comics-one-shot-issue-nn.jpg,Jun '73,$0.50,,,, ,https://comicbookrealm.com/series/66193/0/last-gasp-eternal-comics-one-shot
For the Love of Toby,(2006),Last Gasp,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/c9c2e41d95d8e7340e88cb54eae9e612/l/last-gasp-for-the-love-of-toby-soft-cover-1.jpg,Sep '06,$24.95,,"Gary Baseman
Scripts - Pencils - Cover Art",, ,https://comicbookrealm.com/series/15969/0/last-gasp-for-the-love-of-toby
Fresca Zizis,One-Shot (1977),Last Gasp,Issue:,nn,https://comicbookrealm.com/cover-scan/310f0d26037e9b9cc6231e89cfc86494/xl/last-gasp-fresca-zizis-one-shot-issue-nn.jpg,Jan '77,$1.00,,,, ,https://comicbookrealm.com/series/66418/0/last-gasp-fresca-zizis-one-shot
For the Love of Esmeralda,(2002),Last Gasp,Soft Cover:,nn,https://comicbookrealm.com/cover-scan/8f724dc1643d51ad403067822b19ff88/xl/last-gasp-for-the-love-of-esmeralda-soft-cover-nn.jpg,Jan '02,$12.95,,,, ,https://comicbookrealm.com/series/66957/0/last-gasp-for-the-love-of-esmeralda
Fresh Blood Funny Book,One-Shot (1979),Last Gasp,Issue:,nn,https://comicbookrealm.com/cover-scan/e212c721df5e20bd41174940dba6100a/xl/last-gasp-fresh-blood-funny-book-one-shot-issue-nn.jpg,Feb '79,$1.25,,,, ,https://comicbookrealm.com/series/66470/0/last-gasp-fresh-blood-funny-book-one-shot
Glenn Barr's Faces,(2011),Last Gasp,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/09bd66d7c2122f462c8c0cd51e6da6dd/xl/last-gasp-glenn-barrs-faces-hard-cover-1.jpg,Oct '11,$15.95,978-0867197679,"Glenn Barr
Pencils",,"Inspired by the complex expressions and raw emotions revealed by faces, Barr evokes the human condition, creating a multitude of personalities ranging from extraordinarily common to extreme and fantastic. Barr uses pencil and brush to render elegant and elongated necklines, exaggerated eyes, and the gentle or jagged slopes shaping the noses or foreheads of the men, women, and monsters he creates, whether they are beautiful, ordinary, or even grotesque. ",https://comicbookrealm.com/series/29100/0/last-gasp-glenn-barrs-faces
Go Naked,(2005),Last Gasp,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/ac09f73c30db1de882984b9c050f407b/xl/last-gasp-go-naked-soft-cover-1.jpg,2005,$7.95,,,, ,https://comicbookrealm.com/series/11039/0/last-gasp-go-naked
Greetings from Delusionville,(2022),Last Gasp,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/12d214f4c5bf0c2b82c501dbee158aac/xl/last-gasp-greetings-from-delusionville-hard-cover-1.jpg,Sep '21,$69.00,978-0867198898,,,"Greetings from Delusionville

Ron English tells the story of Delusionville, a world where animals have different social status based on their species. This is Ron English's magnum opus, a subversive rock opera, featuring Ronnnie Rabbbit, A surreal cast of characters populates this paradise, including buzzards, pigs, sheep, turtles, ducks, wolves, and the ""rabbbits"" who are caught in the middle of all the insanity that is Delusionville. Ronnnie, the main rabbbit, is the only animal who tries to accept all contradictory belief systems, which has driven him completely insane. A collection of over 100 images set with lyrics. Greetings from Delusionville is a deluxe oversized hardcover coffee table book. ""Rabbbits in Delusionville"" is a rock opera that is like post-factual Animal Farm meets Aesop's Fables on LSD. Delusionville tells the story of a society that formed as different animals fell down a rabbbit hole and created a world with their own mythologies, religion, and politics. Every animal group represents an embedded archetype in the social structure that is about to come in question. This is largely a commentary on faux news, stagnation of social mobility, and downright delusional thinking. It is an opera in three acts: Act One - Introduces all of the characters in Delusionville and brings into question the nature of their society and their various places in the social order. Act Two - The animals get riled up about the economic disparity and social injustice in their previously unquestioned world of delusion. Act Three - A very unusual take on revolution. ",https://comicbookrealm.com/series/70750/0/last-gasp-greetings-from-delusionville
GWAR: Skulhedface,One-Shot (1994),Last Gasp,Issue:,# 1,https://comicbookrealm.com/cover-scan/bd9fa760b9c0b34f1455166be00f8bcd/xl/last-gasp-gwar-skulhedface-one-shot-issue-1.jpg,,$4.95,,,, ,https://comicbookrealm.com/series/36304/0/last-gasp-gwar-skulhedface-one-shot
Glenn Barr's Haunted Paradise,(2006),Last Gasp,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/40b97cbd5a1f8d3a5567016ddedd8391/xl/last-gasp-glenn-barrs-haunted-paradise-hard-cover-1.jpg,Sep '06,$35.00,,,,"Glenn Barr's robots, creatures, and vixens live in a seedy-yet-swinging 1960s universe, drenched in the haze of a post-Industrial hangover. Working out of the burgeoning lowbrow movement in Detroit, Barr creates kinky inner sanctums adorned with disembodied cherubs, morally bankrupt babes, and sizzling femme fatales. ",https://comicbookrealm.com/series/59607/0/last-gasp-glenn-barrs-haunted-paradise
"Goodnight, Irene",(2007),Last Gasp,Soft Cover:,nn,https://comicbookrealm.com/cover-scan/7af008f83b2b8ba67aea3145c0602876/xl/last-gasp-goodnight-irene-soft-cover-nn.jpg,,$14.95,,,, ,https://comicbookrealm.com/series/66958/0/last-gasp-goodnight-irene
Heaven's Door: Extra Works,(2022),Last Gasp,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/ed0878a9bd774c6ed5f372bf43b45635/xl/last-gasp-heavens-door-extra-works-soft-cover-1.jpg,Apr '20,$19.95,978-0867198812,,,"Heaven's Door: Extra Works

A sci-fi manga collection of psychedelic short stories by Keiichi Koike. A drug in paper form! This is his first full-length book published in English. Contains these stories: KNOCKIN' ON HEAVEN'S DOOR 3,000 Leagues in Search of Mother Lazarus Franco's 4 A.M. The Ronin and the Sea Looper Kenbo's Diary Sponge Generation Airway Stereo Scope Horizon Landed ",https://comicbookrealm.com/series/70720/0/last-gasp-heavens-door-extra-works
It’s a Dog's Life,One-Shot (1982),Last Gasp,Issue:,# 1,https://comicbookrealm.com/cover-scan/3c0d29649daf99aea32c1dd4e33b046f/xl/last-gasp-its-a-dogs-life-one-shot-issue-1.jpg,1982,$2.00,,,, ,https://comicbookrealm.com/series/44166/0/last-gasp-its-a-dogs-life-one-shot
It's a Dog's Life,One-Shot (1982),Last Gasp,Issue:,nn,https://comicbookrealm.com/cover-scan/136caaba43b53b87f59f1e35f7ecc22a/xl/last-gasp-its-a-dogs-life-one-shot-issue-nn.jpg,Jan '82,$2.00,,,, ,https://comicbookrealm.com/series/66936/0/last-gasp-its-a-dogs-life-one-shot
Judith & Holophernes,(2003),Last Gasp,Soft Cover:,nn,https://comicbookrealm.com/cover-scan/a27ae1a32aa127ef0781557cb5ee2655/xl/last-gasp-judith-holophernes-soft-cover-nn.jpg,Jun '03,$0.00,978-0867195293,,,"Riverstone loosely bases this story on the Old Testament book of Judith - it features seduction, betrayal, and bloody violence, the kind of thing that prim Sunday school teachers generally leave unmentioned, assuming they know these stories at all. This interpretation goes way past R. Judith and her sidekick Esther (who get an Old Testament book of her own) appear here as curvy, top-heavy, and averse to all clothing. Holophrenes and his army appear equally unclad, which shows an apparent epidemic of priapism among the invaders. Judith's seduction appears in lengthy and lubricious detail, as do other encounters between other women and the soldiers. Holophernes, as mightiest of the attackers, is given the mightiest of organs to attack with, and all stand in awe of Esther and Judith for surviving its onslaught. ",https://comicbookrealm.com/series/66959/0/last-gasp-judith-holophernes
Kids' Liberation Coloring Book,(1971),Last Gasp,Soft Cover:,nn,https://comicbookrealm.com/cover-scan/9fde8c9b6c417cb416d881387bd0f33d/xl/last-gasp-kids-liberation-coloring-book-soft-cover-nn.jpg,1971,$1.75,,,,"A vintage underground graphic novel/comic collection, about kids’ liberation and related subversive topics.

W / Mini-Comic ",https://comicbookrealm.com/series/64927/0/last-gasp-kids-liberation-coloring-book
Krampus: The Devil of Christmas,(2011),Last Gasp,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/b585d3415b3abd126bcff736912661f0/xl/last-gasp-krampus-the-devil-of-christmas-hard-cover-1.jpg,,$18.95,,,, ,https://comicbookrealm.com/series/27730/0/last-gasp-krampus-the-devil-of-christmas
Monolith,One-Shot (1972),Last Gasp,Issue:,nn,https://comicbookrealm.com/cover-scan/43559f6a0465c923b496a260211995c0/xl/last-gasp-monolith-one-shot-issue-nn.jpg,Jul '72,$0.50,,,,Only Printing ,https://comicbookrealm.com/series/67626/0/last-gasp-monolith
Middle Class Fantasies,(1976),Last Gasp,Issue:,# 1,https://comicbookrealm.com/cover-scan/2f8738612cf03233cc4616a2467ea38c/xl/last-gasp-middle-class-fantasies-issue-1.jpg,,$1.00,,,,Reprints Middle Class Fantasies #1 from Cartoonist Co-op ,https://comicbookrealm.com/series/52541/0/last-gasp-middle-class-fantasies
Musical Legends,(2004),Last Gasp,TPB:,# 1,https://comicbookrealm.com/cover-scan/0b774e32d50c761edc49a916ea4b6edc/xl/last-gasp-musical-legends-tpb-1.jpg,Sep '04,$24.95,,,,"Collected Comics from Pulse Magazine

Musical Legends is a comic strip by Justin Green, chronicling the lives and times of the most important and influential people in music. The strips originally ran for ten years in the now defunct PULSE! Magazine. Now these sought-after strips live on in this first-ever collection!
 ",https://comicbookrealm.com/series/41785/0/last-gasp-musical-legends
Mystic Funnies,(1999),Last Gasp,Issue:,# 2,https://comicbookrealm.com/cover-scan/269c1c56aa99f209c15bc40ec5cd2247/xl/last-gasp-mystic-funnies-issue-2.jpg,Apr '99,$4.95,,,, ,https://comicbookrealm.com/series/52537/0/last-gasp-mystic-funnies
Neurocomics: Timothy Leary,One-Shot (1979),Last Gasp,Issue:,# 1,https://comicbookrealm.com/cover-scan/13a7abbd6f58fc9f5729003b3c7c5b9a/xl/last-gasp-neurocomics-timothy-leary-one-shot-issue-1.jpg,,$1.25,,,, ,https://comicbookrealm.com/series/30914/0/last-gasp-neurocomics-timothy-leary-one-shot
Nothing is Golden,(2012),Last Gasp,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/4f16c7c0c35fdd5a044e38c450b8f1b6/xl/last-gasp-nothing-is-golden-soft-cover-1.jpg,Feb '12,$11.95,978-0867197525,,,"The Boy Who Ate All Of His Vegetables And Died

We live in a savage society of imperfect endings veiled by a thin veneer of civility. Nothing Is Golden is a line of irreverent postcard books and merchandise for adults that parody, among other things, famous children's book brands. Inspired by real life slices of life, the front of each postcard in the books sports an imaginary children's book illustration and title with an accompanying editorial comment on the backside, such as the illustrated cover title, 'Punch the Bunny' with the editorial comment, 'A Touch and Feel Book for the real world.'  ",https://comicbookrealm.com/series/29930/0/last-gasp-nothing-is-golden
Nuns of Terror,(2005),Last Gasp,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/1d99a574c954a6f7f86b78fb0a1b929e/xl/last-gasp-nuns-of-terror-soft-cover-1.jpg,,$0.00,,,, ,https://comicbookrealm.com/series/11040/0/last-gasp-nuns-of-terror
R. Crumb Draws the Blues,(1993),Last Gasp,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/4bfa810e4f89e588d6c1b6c3604fa75f/xl/last-gasp-r-crumb-draws-the-blues-soft-cover-1.jpg,1993,$0.00,,,,"A collection of comics drawn over the years about one of Crumbs favorite obsessions, the music of the blues. In addition to biographies of blues greats Charley Patton, Jelly Roll Morton and Kansas City Frank Melrose, also includes reprints of stories from Zap, XYZ Comics, Co-Evolution Quarterly and Weirdo, plus a one-page Mr. Natural song/story.  ",https://comicbookrealm.com/series/56284/0/last-gasp-r-crumb-draws-the-blues
Recuerden el Alamo,One-Shot (1979),Last Gasp,Issue:,nn,https://comicbookrealm.com/cover-scan/dec9ffeb9d5999b7b535f58c9d6415a2/xl/last-gasp-recuerden-el-alamo-one-shot-issue-nn.jpg,Jan '79,$1.50,,,,"Only Printing

NOTE:
The Story is Continued in Tejano Exile (Last Gasp, 1980) ",https://comicbookrealm.com/series/68905/0/last-gasp-recuerden-el-alamo-one-shot
Rent Girl,(2004),Last Gasp,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/0c3e72ef97e28ae248ddb57aebf3bf89/xl/last-gasp-rent-girl-soft-cover-1.jpg,,$0.00,,,, ,https://comicbookrealm.com/series/41318/0/last-gasp-rent-girl
R. Crumb's America,(1995),Last Gasp,Soft Cover:,nn,https://comicbookrealm.com/cover-scan/918d22cef7d0c5b7757bbfcae0de6a68/xl/last-gasp-r-crumbs-america-soft-cover-nn.jpg,,$19.95,,,, ,https://comicbookrealm.com/series/68719/0/last-gasp-r-crumbs-america
Raw Boiled & Cooked: Comics on the Verge,One-Shot (2004),Last Gasp,Soft Cover:,nn,https://comicbookrealm.com/cover-scan/511600a00113cf927a3b833d6779aecd/xl/last-gasp-raw-boiled-cooked-comics-on-the-verge-one-shot-soft-cover-nn.jpg,Apr '04,$24.95,978-0867195934,,,"This book showcases some of the most important comics and comic-themed art being created today. Inspired by Art Spiegelman's groundbreaking comic anthology Raw, with all the artists either former Raw contributors or fans, the art here runs the gamut from surprising to shocking to surreally beautiful. ",https://comicbookrealm.com/series/70707/0/last-gasp-raw-boiled-cooked-comics-on-the-verge-one-shot
Sacred and Profane,One-Shot (1976),Last Gasp,Issue:,# 1,https://comicbookrealm.com/cover-scan/20d48e1c9c4c4b398fd96e40c03e5cb2/xl/last-gasp-sacred-and-profane-one-shot-issue-1.jpg,Aug '05,$2.00,,,, ,https://comicbookrealm.com/series/12437/0/last-gasp-sacred-and-profane-one-shot
Sex Games,(2005),Last Gasp,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/5de5bfe0f721b82b3cd902ee4702e67d/xl/last-gasp-sex-games-soft-cover-1.jpg,,$12.95,987-0867194999,,,"A collection of short stories by a regular contributor to Kiss Comix. Along with a series of stories relating the pains of growing up among city kids, he developed a group of sexual stories adapting his storytelling talent to the short and to-the-point touch of adult comics.  ",https://comicbookrealm.com/series/11041/0/last-gasp-sex-games
She Comics: An Anthology of Big Bitch,(1993),Last Gasp,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/2669424d846d5e6b03c3d193ae18b713/xl/last-gasp-she-comics-an-anthology-of-big-bitch-soft-cover-1.jpg,Aug '93,$14.95,978-0867193985,,,"""Big Bitch revels in her refusal to serve Anyone Anything Ever. When approached by a beefy bunch of gang-bangers, she f***s them into blendered insensibility, begging for respite. CIA operatives, plotting oil execs or drug sheiks hold no truck with Her Bitchness, who deals in espionage and crime rings like others trade baseball cards.""--Susie Bright, from the Introduction ",https://comicbookrealm.com/series/69450/0/last-gasp-she-comics-an-anthology-of-big-bitch
Short Order Comix,One-Shot (2005),Last Gasp,Issue:,# 1,,Aug '05,$0.00,,,, ,https://comicbookrealm.com/series/12438/0/last-gasp-short-order-comix-one-shot
