Title,Volume,Publisher,Label,Issue Number,Image,Cover Date,Cover Price,ISBN/UPC,Contributors,Characters,Details,URL
Passover Haggadah,HC (2019),Koren,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/67abecc6f0d13c2fe98b88c6d3601eb5/xl/koren-passover-haggadah-hc-hard-cover-1.jpg,Feb '19,$19.95,978-9657760031,"Jordan B. Gorfinkel
Scripts
Erez Zadok
Pencils",,"The Passover Haggadah Graphic Novel combines the traditional, unabridged service with sequential art on alternating pages. These sophisticated, full-color illustrations depict the epic, action-packed story of the exodus where superheroes meet biblical characters and dine at Bubbe's house with your hipster cousin. Full Hebrew text with English transliteration accompany the comics, with clear instructions. The result of extensive historical and linguistic research, every panel depicts the traditional narrative, as celebrated in Jewish homes around the world. Together, this new Haggadah opens the Passover experience to family members and guests of all backgrounds, ages, and religions. Passover Haggadah Graphic Novel is a Seasonal Title specifically for the Jewish holiday of Passover. ",https://comicbookrealm.com/series/55717/0/koren-passover-haggadah-hc
Krozor: Prologue,One-Shot (1997),WWF (World Wrestling Federation),Issue:,# 1,https://comicbookrealm.com/cover-scan/5f293654e711afcf8a7823dfc391f436/xl/wwf-world-wrestling-federation-krozor-prologue-one-shot-issue-1.jpg,1997,$0.00,,,, ,https://comicbookrealm.com/series/55738/0/wwf-world-wrestling-federation-krozor-prologue-one-shot
Doctor Sputnik,One-Shot (1994),Gifted idiot Comics,Issue:,# 1,https://comicbookrealm.com/cover-scan/04120e27eab45db2d56288427804a29a/xl/gifted-idiot-comics-doctor-sputnik-one-shot-issue-1.jpg,,$0.00,,,, ,https://comicbookrealm.com/series/55759/0/gifted-idiot-comics-doctor-sputnik-one-shot
Yoko Ono: My Favorite Beetle,One-Shot (2009),Jason T. Miles,Issue:,ashcan,https://comicbookrealm.com/cover-scan/8a0a2c04a6e7f4808204306f8bd8ef2b/xl/jason-t-miles-yoko-ono-my-favorite-beetle-one-shot-issue-ashcan.jpg,,$0.00,,,, ,https://comicbookrealm.com/series/55760/0/jason-t-miles-yoko-ono-my-favorite-beetle-one-shot
Volcomics: Voluhtile!,One-Shot (2007),Volcom Inc.,Issue:,# 1,https://comicbookrealm.com/cover-scan/215e918e6e7e7bedf19742dc82352994/xl/volcom-inc-volcomics-voluhtile-one-shot-issue-1.jpg,2007,Free,,,,Promotional Giveaway ,https://comicbookrealm.com/series/55770/0/volcom-inc-volcomics-voluhtile-one-shot
Wawel Dragon and Queen Wanda,One-Shot (1973),Kosciuszko Foundation,Issue:,# 1,https://comicbookrealm.com/cover-scan/65968d4e48ca56b3538d9d693831b977/xl/kosciuszko-foundation-wawel-dragon-and-queen-wanda-one-shot-issue-1.jpg,1973,$0.00,,,, ,https://comicbookrealm.com/series/55771/0/kosciuszko-foundation-wawel-dragon-and-queen-wanda-one-shot
Light for the World,One-Shot,Boston Edison,Issue:,nn,https://comicbookrealm.com/cover-scan/b1bb89a9a4bb5774674460e38de05592/xl/boston-edison-light-for-the-world-one-shot-issue-nn.jpg,,Free,,,,Boston Edison Promotional Giveaway ,https://comicbookrealm.com/series/55773/0/boston-edison-light-for-the-world-one-shot
Metro,One-Shot,Oddgod Comics,Issue:,nn,https://comicbookrealm.com/cover-scan/eaeb446c2cdaf523962f7c3a9dbf8fc5/xl/oddgod-comics-metro-one-shot-issue-nn.jpg,,$0.00,,,, ,https://comicbookrealm.com/series/55782/0/oddgod-comics-metro-one-shot
Booyah!,(2013),Sloth Comics,TPB:,# 1,https://comicbookrealm.com/cover-scan/d67fbc56799c8ebc64db44e6b25702dc/xl/sloth-comics-booyah-tpb-1.jpg,Jun '13,$7.99,,,,"Booyah is off for adventure! The friendly big green monster has taken kindly to doing good deeds, until he loses his temper that is. Despite his best efforts our friend's new adventures take a turn for the worst as he loses his cool at a birthday party, adopts a cat due to clumsy bloodshed, fights The Sandman in a case of mistaken identity and leads scouts into a plant-zombie apocalypse. Mishaps seem to run in his blood, but that only leads to more accidents and more fun for us. ",https://comicbookrealm.com/series/55792/0/sloth-comics-booyah
Hazard!,One-Shot (1993),Reckless Visions,Issue:,# 1,,1993,$2.50,,,, ,https://comicbookrealm.com/series/55817/0/reckless-visions-hazard-one-shot
Hazard Factor,One-Shot (1999),Harborview Injury Prevention & Research,Issue:,nn,https://comicbookrealm.com/cover-scan/22f0418a58b24467bc10f6c8347d29e0/xl/harborview-injury-prevention-research--hazard-factor-one-shot-issue-nn.jpg,1999,Free,,,,"Washington Bicycle Helmet Coalition Educational Giveaway


Taylor rides his bicycle without a helmet and, after his third accident, enters a persistent vegetative state.
 ",https://comicbookrealm.com/series/55833/0/harborview-injury-prevention-research-hazard-factor-one-shot
Eerie Tales,Magazine (1959),Hastings Associates,Issue:,# 1,https://comicbookrealm.com/cover-scan/31767bb532fac5c6ef8c0a756db059c4/xl/hastings-associates-eerie-tales-magazine-issue-1.jpg,Nov '59,$0.25,,,, ,https://comicbookrealm.com/series/45818/0/hastings-associates-eerie-tales-magazine
Blood Hunt,One-Shot (2018),Brainwash,Issue:,# 1,https://comicbookrealm.com/cover-scan/78a1cd91a00fcb2bdbd48c2b9e59d86e/xl/brainwash-blood-hunt-one-shot-issue-1.jpg,Jan '18,$4.99,,"Dany Dagenais
Scripts
Simon Pothier
Pencils - Cover Art",, ,https://comicbookrealm.com/series/55873/0/brainwash-blood-hunt-one-shot
Wrong House,One-Shot (2020),Brainwash,Issue:,one-shot,https://comicbookrealm.com/cover-scan/0db13692f0d8776261d52f592ae1076a/xl/brainwash-wrong-house-one-shot-issue-one-shot.jpg,Jan '20,$5.95,,,, ,https://comicbookrealm.com/series/68417/0/brainwash-wrong-house-one-shot
Champions of Yeoann,One-Shot (2018),Old Man Xanditz,Issue:,# 1,https://comicbookrealm.com/cover-scan/24eb82ba0697345f712962144382541e/xl/old-man-xanditz-champions-of-yeoann-one-shot-issue-1.jpg,Jan '18,$10.00,,"Justus Bowman
Editor
Alex \""OldMan Xanditz\"" Silveira
Scripts - Pencils - Cover Art",,"Promo Edition

Signed and Numbered

Limited to 50 copies ",https://comicbookrealm.com/series/55878/0/old-man-xanditz-champions-of-yeoann-one-shot
The Fathom,One-Shot (2018),Squared-Idea,Issue:,# 1,https://comicbookrealm.com/cover-scan/cac4fd72a8ee9bf743c2b3ebc0597218/xl/squared-idea-the-fathom-one-shot-issue-1.jpg,Jan '18,$6.00,,"Mike Wilcox
Scripts - Pencils - Cover Art",, ,https://comicbookrealm.com/series/55883/0/squared-idea-the-fathom-one-shot
Google Chrome,One-Shot (2008),Google Inc.,Issue:,# 0,https://comicbookrealm.com/cover-scan/d1e326c7977aec6269a0891e72789442/xl/google-inc-google-chrome-one-shot-issue-0.jpg,Sep '08,Free,,,,Google Chrome Promotional Giveaway ,https://comicbookrealm.com/series/55909/0/google-inc-google-chrome-one-shot
Complete Hothead Paisan: Homicidal Lesbian Terrorist,(1999),Cleis Press,TPB:,# 1,https://comicbookrealm.com/cover-scan/2ed5ad9df6ee37da87b64ed8dffadf89/xl/cleis-press-complete-hothead-paisan-homicidal-lesbian-terrorist-tpb-1.jpg,,$0.00,,,, ,https://comicbookrealm.com/series/55920/0/cleis-press-complete-hothead-paisan-homicidal-lesbian-terrorist
Hothead Paisan: Homicidal Lesbian Terrorist,(1993),Cleis Press,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/a4c0bacc122124f92c12009af376e18f/xl/cleis-press-hothead-paisan-homicidal-lesbian-terrorist-soft-cover-1.jpg,Nov '93,$14.95,,,,"Meet Hothead Paisan - that over caffeinated, media crazed psychotic lesbian with scary hair and a fetish for guns, grenades, mallets and sharp objects. Hothead Paisan is the hottest new comic book sensation to hit the world of zines, pulling in fans like metal shavings before a magnet. ",https://comicbookrealm.com/series/55919/0/cleis-press-hothead-paisan-homicidal-lesbian-terrorist
Revenge of Hothead Paisan: Homicidal Lesbian Terrorist,(1995),Cleis Press,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/e794e1756cb805c8a7a2f6382b6ea841/xl/cleis-press-revenge-of-hothead-paisan-homicidal-lesbian-terrorist-soft-cover-1.jpg,Nov '95,$16.95,,,,"That over-caffeinated, media-crazed psychotic lesbian with scary hair and a fetish for guns, grenades, mallets and sharp objects returns for more search and destroy missions and preventative homicides!  ",https://comicbookrealm.com/series/55921/0/cleis-press-revenge-of-hothead-paisan-homicidal-lesbian-terrorist
Jim Blake Finds the Road to Success,One-Shot (1955),Dow Chemical,Issue:,nn,https://comicbookrealm.com/cover-scan/09f883ef1c2cb177f16fe5850face99c/xl/dow-chemical-jim-blake-finds-the-road-to-success-one-shot-issue-nn.jpg,1955,Free,,,,British/American (B/A) Oil Company Promotional Giveaway ,https://comicbookrealm.com/series/55923/0/dow-chemical-jim-blake-finds-the-road-to-success-one-shot
The Adventures of Stick Guy,One-Shot (1998),Spider Monkey Press,Issue:,# 1,https://comicbookrealm.com/cover-scan/f59da796439d8ac3e1d6c60e38cfbc30/xl/spider-monkey-press-the-adventures-of-stick-guy-one-shot-issue-1.jpg,Mar '98,$0.90,,,, ,https://comicbookrealm.com/series/55924/0/spider-monkey-press-the-adventures-of-stick-guy-one-shot
Stick-Man,One-Shot (2000),Circlecomics,Issue:,# 1,https://comicbookrealm.com/cover-scan/744ebe122c404b6f6ea0b4972b605506/xl/circlecomics-stick-man-one-shot-issue-1.jpg,Feb '00,$2.95,,,, ,https://comicbookrealm.com/series/55926/0/circlecomics-stick-man-one-shot
Stick-Man the Barbarian,One-Shot (1990),Fish Head Comics,Issue:,# 1,https://comicbookrealm.com/cover-scan/ce62e75b0eea965b3105fb32a5ac7ad3/xl/fish-head-comics-stick-man-the-barbarian-one-shot-issue-1.jpg,1990,$0.75,,,,"""Beware the Bog Lady"" ",https://comicbookrealm.com/series/55927/0/fish-head-comics-stick-man-the-barbarian-one-shot
Hench,(2012),Sonnova LLC,Issue:,# 1,https://comicbookrealm.com/cover-scan/21e9709c724238824598a6aa639b8833/xl/sonnova-llc-hench-issue-1.jpg,Jun '12,$0.00,,,,"A NEW EDITION with a NEW full-length sequel included! The fine line between ""hero"" and ""villain"" is just another of longtime super-villain henchman Mike Fulton's many scars. Now, faced with a terrible choice that could mean life and death for heroes, villains, his family, and himself, Mike ponders just how his normal life went so crazy. Slam-bang adventure, powerful biography, and a loving homage to superhero comics!  ",https://comicbookrealm.com/series/55957/0/sonnova-llc-hench
Home Sewers Series: Home Sewing is Easy,One-Shot (1950),Mershaw Publishing Corporation,Issue:,# 1,https://comicbookrealm.com/cover-scan/036dd7b26cb65404f3f77da27cb8b775/xl/mershaw-publishing-corporation-home-sewers-series-home-sewing-is-easy-one-shot-issue-1.jpg,,$0.35,,"Lucy Bush
Editor
Phil Hummerstone
Pencils - Cover Art - Inks - Colors",,Undated ,https://comicbookrealm.com/series/55958/0/mershaw-publishing-corporation-home-sewers-series-home-sewing-is-easy-one-shot
A Run for Your Money,One-Shot (1950),Mershaw Publishing Corporation,Issue:,nn,https://comicbookrealm.com/cover-scan/5b65d08295ec93a7169bda888321e33c/xl/mershaw-publishing-corporation-a-run-for-your-money-one-shot-issue-nn.jpg,,$0.35,,,,Fully illustrated booklet on vehicle maintenance. ,https://comicbookrealm.com/series/67605/0/mershaw-publishing-corporation-a-run-for-your-money-one-shot
Changes,One-Shot (1969),Harbinger University Press,Issue:,# 3,https://comicbookrealm.com/cover-scan/04daa3ca4e7a43ed82e440bed47662a3/xl/harbinger-university-press-changes-one-shot-issue-3.jpg,1969,$0.75,,,,"Along with comics this underground includes articles on astrology, Eastern Philosophy, herbal medicine, and late 60's liberal intellectualism.


NOTE: Issue #3 was the only issue printed. ",https://comicbookrealm.com/series/55961/0/harbinger-university-press-changes-one-shot
Chester: End of Life as We Know It!,(1993),Off-the-Wall Productions LLC,TPB:,# 1,https://comicbookrealm.com/cover-scan/fc244cd1dc47df367be483df658cac0a/xl/off-the-wall-productions-llc-chester-end-of-life-as-we-know-it-tpb-1.jpg,Aug '93,$11.95,,,, ,https://comicbookrealm.com/series/55986/0/off-the-wall-productions-llc-chester-end-of-life-as-we-know-it
Fanboys Prequel,One-Shot (2015),Vivendi Entertainment,Issue:,nn,https://comicbookrealm.com/cover-scan/daf0036b4ca1f70755eb4a4b102e6bf2/xl/vivendi-entertainment-fanboys-prequel-one-shot-issue-nn.jpg,,$0.00,,,,San Diego Comic Con 2015 Exclusive ,https://comicbookrealm.com/series/56003/0/vivendi-entertainment-fanboys-prequel-one-shot
Average Joe,One-Shot (2000),Dog Gone Productions,Issue:,# 1,https://comicbookrealm.com/cover-scan/e30bed003009e09e2122cc90899b717e/xl/dog-gone-productions-average-joe-one-shot-issue-1.jpg,2000,$2.95,,,, ,https://comicbookrealm.com/series/56038/0/dog-gone-productions-average-joe-one-shot
Lobster Ladd & Cosmic Jones: Beach BBQ Blast-Off,One-Shot (2010),Totally Rad Comics,Issue:,nn,https://comicbookrealm.com/cover-scan/9dc27dbefd23361c26b8730adb181aaa/xl/totally-rad-comics-lobster-ladd-cosmic-jones-beach-bbq-blast-off-one-shot-issue-nn.jpg,Oct '10,$5.00,,,, ,https://comicbookrealm.com/series/56049/0/totally-rad-comics-lobster-ladd-cosmic-jones-beach-bbq-blast-off-one-shot
Amy and Jordan at Beach Lake,One-Shot (1980),Mark Beyer,Issue:,nn,https://comicbookrealm.com/cover-scan/e95bbdd64b3b15622eac1c47d20b0e58/xl/mark-beyer-amy-and-jordan-at-beach-lake-one-shot-issue-nn.jpg,1980,$0.00,,,,Mini-Comic ,https://comicbookrealm.com/series/56053/0/mark-beyer-amy-and-jordan-at-beach-lake-one-shot
Misspent Youth,One-Shot (1998),Raising Cain,Issue:,# 1,https://comicbookrealm.com/cover-scan/2666da109f38a8925167ac0e25879c96/xl/raising-cain-misspent-youth-one-shot-issue-1.jpg,Feb '98,$1.50,,,, ,https://comicbookrealm.com/series/56096/0/raising-cain-misspent-youth-one-shot
Ritchie Kill'd My Toads,(1995),Skidmark Press,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/8230f5a3cfef9af8aefc745edf43b551/xl/skidmark-press-ritchie-killd-my-toads-soft-cover-1.jpg,Jan '95,$8.00,,,,Autobiographical stories by Scott Gretchell of when he was a young boy growing up.  ,https://comicbookrealm.com/series/56099/0/skidmark-press-ritchie-killd-my-toads
Jump! The Adventures of Brer Rabbit,(1986),Voyager Books,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/41cba484472e29e0b56285d702f34ecd/xl/voyager-books-jump-the-adventures-of-brer-rabbit-soft-cover-1.jpg,1986,$7.00,,,, ,https://comicbookrealm.com/series/56103/0/voyager-books-jump-the-adventures-of-brer-rabbit
Goat Sucker Saga,One-Shot (2003),Alpha Leonis Productions,Issue:,# 1,https://comicbookrealm.com/cover-scan/f98d10927e5b526a9dac28d4c712fea7/xl/alpha-leonis-productions-goat-sucker-saga-one-shot-issue-1.jpg,Jan '03,$5.75,,,, ,https://comicbookrealm.com/series/56116/0/alpha-leonis-productions-goat-sucker-saga-one-shot
Seamus McNamus: The Goat that Would be King,(2009),Worthwhile Books,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/1f492bfb3a3e72c07befa6a5d170d0fe/xl/worthwhile-books-seamus-mcnamus-the-goat-that-would-be-king-hard-cover-1.jpg,Feb '09,$16.99,,,,"This modern-day folktale, based on the traditions of the centuries-old Puck Fair in Ireland, chronicles the journey of a very unlikely king - a goat named Seamus McNamus. The funny adventure begins when Seamus reluctantly takes up the crown to save the McFadden family farm. ",https://comicbookrealm.com/series/56117/0/worthwhile-books-seamus-mcnamus-the-goat-that-would-be-king
More Little Man on Campus,(1957),Bibler Features,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/5a8ae27bb4fc0d32fb79738264bd73b7/xl/bibler-features-more-little-man-on-campus-soft-cover-1.jpg,1957,$1.00,,,, ,https://comicbookrealm.com/series/56131/0/bibler-features-more-little-man-on-campus
Frank the Unicorn's Island Adventures: Voyage to Veggie Isle,(1993),International Humor,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/fabb7af08dbd1b8f468774d2be1fb82d/xl/international-humor-frank-the-unicorns-island-adventures-voyage-to-veggie-isle-soft-cover-1.jpg,Jun '93,$7.95,,,,Tom & James escape from an Arkansas tyrkey farm and sail down the great Mississippi River in search of the fables Veggie Isle! Introducing Cherylann the Vegetarian Shark. ,https://comicbookrealm.com/series/56165/0/international-humor-frank-the-unicorns-island-adventures-voyage-to-veggie-isle
Herbert Marcuse: Philosopher of Utopia,(2019),City Lights Publishers,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/89387ec44683da2b516937c3bd410b8f/xl/city-lights-publishers-herbert-marcuse-philosopher-of-utopia-soft-cover-1.jpg,Mar '19,$15.95,978-0872867857,,,"This graphic biography brings Herbert Marcuse's life, work, and times to a new generation. From his youth in Weimar Germany and early studies with Martin Heidegger, to his emigration from Nazi Germany along with colleagues of the Frankfurt School, to his rise as one of its major theorists along with Theodor Adorno and Walter Benjamin, to his status as a countercultural icon, readers are introduced to the theories and circumstances that made Marcuse into one of the world's most influential intellectuals!

The life, times, and work of Herbert Marcuse, one of the 20th century's most remarkable cultural figures. ",https://comicbookrealm.com/series/56183/0/city-lights-publishers-herbert-marcuse-philosopher-of-utopia
Beginner's Guide to Creating Manga Art,(2013),3dtotalPublishing,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/a7da9bb7c8a36387427582769901878c/xl/3dtotalpublishing-beginners-guide-to-creating-manga-art-soft-cover-1.jpg,Sep '13,$24.99,,,,"With the recent influx of Far East games, anime, and comics into the western world, manga is becoming an increasingly popular art form. Beginner's Guide to Creating Manga Art explores the core aspects of this emerging artistic style and takes you through the process of designing manga-style characters from the initial concept to full-color images. These talented artists open a window into their world and present tutorials covering everything from drawing features, anatomy, and expressions to designing clothing, perfecting poses, and coloring characters with a mixture of traditional and digital artistic tools. ",https://comicbookrealm.com/series/56216/0/3dtotalpublishing-beginners-guide-to-creating-manga-art
Draw What You Love: The Art of Simone Grünewald,(2021),3dtotalPublishing,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/4386a7cef196b33c54eae195b26f7c62/xl/3dtotalpublishing-draw-what-you-love-the-art-of-simone-grnewald-hard-cover-1.jpg,Jun '21,$42.99,978-1912843305,,,"What You Love Art of Simone Grunewald

Celebrate the engaging, heart-felt work of Simone Grünewald with this beautifully presented book of her work, tutorials, and exclusive art. ",https://comicbookrealm.com/series/65832/0/3dtotalpublishing-draw-what-you-love-the-art-of-simone-grnewald
Sketching from the Imagination: Storytelling,(2022),3dtotalPublishing,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/d8c73cbfd456df303e50751606735826/xl/3dtotalpublishing-sketching-from-the-imagination-storytelling-soft-cover-1.jpg,Jan '22,$36.99,978-1912843312,,,"Following the success of the established titles in this popular series, Sketching from the Imagination: Storytelling brings to life the characters, worlds, and tales of traditional stories and modern tales alike. 50 professional storybook artists from around the globe take inspiration from folklore and fairytales, myths and legends, and modern books and novels. Many of these artists create their own narratives, exploring their storytelling skills through an extraordinary talent for transforming words into compelling visual concepts. Children eagerly turn the pages of illustrated storybooks - some of those illustrations would be enchanting and dream-like, others were menacing and ugly (but no less intriguing). Those images often linger into adulthood, when graphic novels and illustrated books take over to feed our adult curiosity and child-like sense of adventure. Each artist not only shares several pages of their original art, but also the story behind it - the narrative of the art itself, and their fascinating account of the artistic process. From traditional children's characters to the fantastical, surreal, and terrifying worlds, every genre imaginable is covered. Whether you're a beginner or experienced artist, no matter what your style and medium, this book will have you telling tales in no time. ",https://comicbookrealm.com/series/68859/0/3dtotalpublishing-sketching-from-the-imagination-storytelling
The Rough Guide to Manga,(2009),Rough Guides,TPB:,# 1,https://comicbookrealm.com/cover-scan/623984d79be9373101d04c3fd0609571/xl/rough-guides-the-rough-guide-to-manga-tpb-1.jpg,Oct '09,$18.99,,,,The Rough Guide to Manga is the Ultimate handbook for exploring the world of Japanese comics. ,https://comicbookrealm.com/series/56219/0/rough-guides-the-rough-guide-to-manga
Just Like Rube Goldberg,(2019),Beach Lane Books,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/3b048669664bda491d36a389526d844f/xl/beach-lane-books-just-like-rube-goldberg-hard-cover-1.jpg,Mar '19,$17.99,978-1481476683,,,"The Incredible True Story Of The Man Behind The Machines

Discover how Rube Goldberg followed his dreams to become an award-winning cartoonist, inventor, and even an adjective in the dictionary in this inspiring and funny biographical picture book. From a young age, Rube Goldberg had a talent for art. But his father, a German immigrant, wanted Rube to have a secure job. So, Rube went to college and became an engineer. But Rube didn't want to spend his life mapping sewer pipes. He wanted to follow his passion, so Rube got a low-level job at a newspaper, and from there, he worked his way up, creating cartoons that made people laugh and tickled the imagination. He became known for his fantastic Rube Goldberg machines: complicated contraptions with many parts that performed a simple task in an elaborate and farfetched way. ",https://comicbookrealm.com/series/56223/0/beach-lane-books-just-like-rube-goldberg
Hookeybeak the Raven and Other Tales,(1878),George Routledge & Sons,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/a9b44029cde5284a84c9718fa8f62f69/xl/george-routledge-sons-hookeybeak-the-raven-and-other-tales-hard-cover-1.jpg,,$0.00,,"Wilhelm Busch
Scripts - Pencils",,"NOTE: No date on book, published in 1878 according to Overstreet. ",https://comicbookrealm.com/series/56273/0/george-routledge-sons-hookeybeak-the-raven-and-other-tales
Eye of the Gods: A Graphic Novel,(2009),Optic House,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/6161c9e52996f9fbfb65c663a771eba0/xl/optic-house-eye-of-the-gods-a-graphic-novel-soft-cover-1.jpg,Feb '09,$10.95,,,,"Sean Black's life spirals out of control when he is cursed with the ability of remote viewing. A surgical procedure triggers an avalanche of dreams and mental flashes which uncover a murder. The killing has made the news, but is being reported as a death by natural causes. Now, Sean's visions and his curiosity have entangled him in a deadly conspiracy. ",https://comicbookrealm.com/series/56315/0/optic-house-eye-of-the-gods-a-graphic-novel
The Other Woman,One-Shot (2004),PMK's Imagination,Issue:,ashcan,https://comicbookrealm.com/cover-scan/1c6fefdbce8858f7d96f580ea5ef17c6/xl/pmks-imagination-the-other-woman-one-shot-issue-ashcan.jpg,2004,$0.00,,,,"Limited Edition Signed Ashcan Edition

Signed and Individually Numbered by Paul Michael Kane

Limited to 1000 copies ",https://comicbookrealm.com/series/56343/0/pmks-imagination-the-other-woman-one-shot
Claws,One-Shot (1986),Evil Comics,Issue:,# 1,,1986,$0.00,,,, ,https://comicbookrealm.com/series/56363/0/evil-comics-claws-one-shot
Handmaid's Tale,(2019),Nan A Talese,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/bb589580dacacb0299da9b822ab74563/xl/nan-a-talese-handmaids-tale-hard-cover-1.jpg,Apr '19,$22.95,978-0385539241,"Margaret Atwood
Scripts
Renee Nault
Pencils",,"An instant classic when it was published in 1985, Atwood's genre-bending, dystopian story comes to life in this new, beautifully illustrated graphic novel. The story is iconic: In the Republic of Gilead, a Handmaid named Offred lives in the home of the Commander, to the purpose that she become pregnant with his child. Stripped of her most basic freedoms, (work, property, her own name), Offred remembers a different time, not so long ago, when she was valuable for more than her viable ovaries, when she was mother to a daughter she could keep, and when she and her husband lived and loved as equals. Darkly prescient, scathingly sarcastic, and eminently frightening, The Handmaid's Tale has only gained relevance since it was originally published, and remains one of the most powerful, widely read stories of our times. ",https://comicbookrealm.com/series/56389/0/nan-a-talese-handmaids-tale
Behold the Family Circus,(1989),Thomas Nelson Publishers,TPB:,# 1,https://comicbookrealm.com/cover-scan/7779139b1e522ce1552d3af889c14a0a/xl/thomas-nelson-publishers-behold-the-family-circus-tpb-1.jpg,Dec '89,$0.00,978-0840730411,,, ,https://comicbookrealm.com/series/72278/0/thomas-nelson-publishers-behold-the-family-circus
Chosen: Lost Books,(2008),Thomas Nelson Publishers,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/5d518bd9373dfd2c98f6f149b775577e/xl/thomas-nelson-publishers-chosen-lost-books-soft-cover-1.jpg,Oct '08,$15.99,,,,"The land of the Forest Dwellers has been decimated by the Horde, and Thomas Hunter is forced to lower the recruitment age of his army. From among thousands, four new recruits are chosen to lead - and perhaps die - for the greater good. But their first mission takes a turn when they are intercepted and given a new assignment. Now they must find the seven lost Books of History - books that control not only the destiny of their world., but also of ours! ",https://comicbookrealm.com/series/56417/0/thomas-nelson-publishers-chosen-lost-books
New Original Captain Canuck: Limited Edition,One-Shot (2001),Matrix Comics,Issue:,# 1,https://comicbookrealm.com/cover-scan/9587f7096b872e3e9d7fd0ded71731e4/xl/matrix-comics-new-original-captain-canuck-limited-edition-one-shot-issue-1.jpg,2001,Free,,,,"Limited Edition Ashcan


Utopia Moments, pt. 1 ",https://comicbookrealm.com/series/56424/0/matrix-comics-new-original-captain-canuck-limited-edition-one-shot
Outer Space Men,One-Shot (2008),Outer Space Men LLC,Issue:,ashcan,https://comicbookrealm.com/cover-scan/14d1fab9f723dc3b141772bc33d2c819/xl/outer-space-men-llc-outer-space-men-one-shot-issue-ashcan.jpg,,$0.00,,,,Special Ashcan Preview Edition ,https://comicbookrealm.com/series/56427/0/outer-space-men-llc-outer-space-men-one-shot
The Waldos' Special Ale,One-Shot (1971),Lagunitas Comics Group,Issue:,nn,https://comicbookrealm.com/cover-scan/c71ddc0d7026e5e7339c09a5c0bf87bd/xl/lagunitas-comics-group-the-waldos-special-ale-one-shot-issue-nn.jpg,Apr '71,Free,,,,Lagunitas Waldos' Ale Promotional Giveaway ,https://comicbookrealm.com/series/56439/0/lagunitas-comics-group-the-waldos-special-ale-one-shot
Wonderful World of Marvel,Fanzine (1976),Jack Schuster,Issue:,# 1,https://comicbookrealm.com/cover-scan/f247f66722389b9053188551fa8394f4/xl/jack-schuster-wonderful-world-of-marvel-fanzine-issue-1.jpg,Summer Jun '76,$1.00,,,,"Fanzine by Jack Schuster & Doug Fratz that was intended to be ongoing, but the first issue was the only issue ever published. Frank Brunner Howard the Barbarian cover. Inside, Doug Fratz conducts an interview with Howard the Duck, the 'Marvel News' section gives a look at a few comics ready to hit the newsstands and notes changes to creative teams, Gene Day supplies a mighty Howard the Duck pin-up ""The Thunder Duck"", Wonderful World of Marvel Comix Section' features the funnies: Captain Gonad, Doc Sterling and Force 69, Alien Comix, & Little Known Master of Kung Fu. And the big interior foldout cover, or back cover, is contributed by Steve Leialoha - a fake Warlock #1 comic book cover featuring Howard the Duck as ""Warduck""...Waaugh!. ",https://comicbookrealm.com/series/56622/0/jack-schuster-wonderful-world-of-marvel-fanzine
Getting There: A Workbook for Growing Up,(2019),Clarkson Potter Publishers,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/f70769adec968f79bc44113a2e4ce993/xl/clarkson-potter-publishers-getting-there-a-workbook-for-growing-up-soft-cover-1.jpg,Apr '19,$19.95,978-1524761615,,,"If there's anyone who knows the trials and tribulations of becoming an adult, it's Mari Andrew. Her Instagram illustrations that garner the most engagement focus on heartbreak, career changes, and self-discovery. This guided journal captures those universal themes and prompts you to document your own path to adulthood. Explore and reflect upon important moments in your life with Mari's imaginative prompts and searching questions as your guide.
 ",https://comicbookrealm.com/series/71917/0/clarkson-potter-publishers-getting-there-a-workbook-for-growing-up
